code,title,release_date,runtime,estimated_budget,estimated_income,distributor_id
0051891,The Naked Maja,1967-10-09,111,913000,1000000,58819
0044506,Colorado Sundown,1994-01-29,67,,,405370
0041918,State Department: File 649,1934-02-10,87,,,17839419
0042648,Kiss Tomorrow Goodbye,1989-06-03,102,,,34052
0046036,Man in the Dark,1981-12-03,70,,1450000,175634
0055047,King of Kings,1957-01-27,168,5037000,13400000,34052
0099768,Hidden Agenda,2009-11-19,108,,,5821573
0486551,Beerfest,1972-09-09,110,17500000,20387600,34052
0083064,Sharky's Machine,1953-09-27,122,,35856100,34052
0051003,The Spirit of St. Louis,1979-01-02,135,6000000,2600000,34052
0026895,Public Hero No. 1,1939-06-24,89,,,58819
0072829,Crazy Mama,2007-07-31,83,2300000,,2065670
0040367,A Foreign Affair,1961-12-21,116,,2500000,22918
0077917,Matilda,1992-05-16,105,,,203231
0033722,Hold Back the Dawn,2005-04-03,116,,,22918
0005675,Mabel and Fatty Viewing the World's Fair at San Francisco,1932-11-28,9,,,13235256
0061976,The Million Eyes of Sumuru,2012-08-23,95,,,203231
0084887,Battletruck,1928-08-11,91,,3000000,2065670
0030057,The Devil's Party,1969-05-30,65,,,170326
0012434,Mama's Affair,1971-06-05,60,,,10574
0044136,Tomorrow Is Another Day,2003-06-17,90,,,34052
0007819,Coney Island,1934-10-06,24,,,22918
0040971,Winter Meeting,1996-08-03,104,,1083000,34052
0040161,The Big Punch,1965-03-03,80,,,34052
0080891,The Hostage Tower,1996-11-23,105,4000000,,37653
0029061,Jail Bait,1956-01-30,18,,,2276869
0031210,Dark Victory,1978-01-08,104,,,34052
0134618,"Mystery, Alaska",1972-08-07,119,28000000,8891620,1475269
0040915,Under California Stars,1940-08-26,70,,,405370
0058402,Night Train To Paris,1969-09-27,65,,,170318
0036725,Cowboy and the Senorita,1980-01-26,52,,,405370
0046085,Mogambo,2011-08-26,115,3103000,8268000,58819
0034746,For Me and My Gal,1946-08-22,104,841000,4371000,354992
0059773,Sylvia,1998-08-31,115,,1500000,22918
0065492,Brewster McCloud,2006-02-04,105,,,58819
0089904,Restless Natives,1997-07-30,90,,,2165384
0034694,Edge of Darkness,1922-11-28,119,,2300000,34052
0276816,Below,1968-08-30,105,,605562,681979
0052902,The Horse Soldiers,1942-02-21,119,,4000000,174319
0159373,Cotton Mary,1935-08-28,124,,,170326
2082409,Rajapattai,1995-08-23,133,,,28523437
0064026,Angel in My Pocket,1968-02-04,105,,,170326
0111094,The Scout,1941-01-31,101,20000000,2694230,170318
0102450,The Miracle,1974-06-28,97,,835519,74996
0023753,Alice in Wonderland,1933-11-21,77,,,22918
0092563,Angel Heart,1996-09-01,113,17000000,17185600,664762
0106758,The Double 0 Kid,2013-04-14,95,,,21174562
0004499,The Property Man,2000-10-27,31,,,2832764
0045347,Young Man with Ideas,1942-04-02,85,1250000,848000,58819
0034784,Get Hep to Love,1934-05-28,77,,,170326
0098619,War Party,2004-02-16,99,,657190,5821573
0181739,Osmosis Jones,1990-02-16,95,70000000,14026400,34052
0109039,Accidental Meeting,1940-04-01,92,,,77826
0017437,The Strong Man,1985-01-27,75,,,10574
0073312,Love and Death,1982-06-14,85,3000000,20123700,174319
0286179,Sunshine State,1956-09-18,141,,3369650,408358
0033553,Dr. Jekyll and Mr. Hyde,1998-04-13,113,1140000,1279000,58819
0033968,Obliging Young Lady,1959-11-14,80,,,36437899
0039180,Bells of San Angelo,1962-04-10,54,,,405370
0086582,The Wicked Lady,2016-02-25,98,8000000,724912,58819
0033727,Mr. Bug Goes to Town,1971-05-24,78,713511,241000,22918
0303830,Casa de los Babys,1985-10-10,95,800000,475940,1582604
0042256,The Black Rose,2002-10-05,120,,2650000,170318
0119594,Twilight,2011-04-22,94,37000000,15055100,22918
0012570,The Playhouse,1961-05-07,22,,,10574
0097416,Kadhalan,2008-02-01,170,,,31440212
0034056,Power Dive,2015-10-11,68,86000,1000000,22918
0006313,Work,1986-01-16,33,,,189204
0005810,A Night Out,2010-08-18,33,,,189204
0116448,The Great White Hype,1927-03-09,91,,8008260,170318
0119256,Hard Eight,1975-10-27,102,3000000,222559,1592896
0059868,A Very Special Favor,1929-05-19,105,,1750000,170326
0059320,Tattooed Life,1924-05-24,87,,,469330
0248001,Waiting for the Messiah,1931-04-13,98,,,9603035
0101669,Dead Again,1963-05-22,107,15000000,38016400,22918
0034711,Eyes in the Night,1921-12-28,80,433000,978000,58819
0038989,Strange Triangle,1937-08-13,65,,,170318
0088707,American Flyers,1963-06-07,113,8500000,1420360,34052
0109340,The Browning Version,1923-06-18,97,7000000,487391,22918
0040427,He Walked by Night,1976-01-18,79,,,2339219
0178130,Cleopatra,1991-03-10,177,,,8242252
0029179,Madame X,2005-01-01,72,,,58819
0022812,The Devil Horse,1969-09-12,216,,,9647427
0034480,Atlantic Convoy,1938-06-16,66,,,175634
0120550,Zeus and Roxanne,1986-11-16,98,,7200000,58819
0087003,Broadway Danny Rose,2010-02-10,84,8000000,10600500,218723
0042239,Bells of Coronado,1989-08-08,67,,,405370
0059314,Inside Daisy Clover,2006-03-23,128,,1500000,34052
0065731,Fools,1983-08-25,93,900000,,23152008
0053399,Up Periscope,1973-11-14,112,,1500000,34052
0011958,The Bell Hop,1975-01-01,20,,,330749
0016395,Stella Dallas,1939-02-11,110,,1500000,174319
0106636,Catacombs,2014-06-30,84,,,2065245
0023238,The Most Dangerous Game,1921-06-26,63,219869,443000,36437899
0272736,Mujhse Dosti Karoge!,1984-10-24,149,,,3400189
0025410,Little Miss Marker,2004-02-24,80,,,22918
0299981,Highlander: The Source,1957-10-16,86,13000000,,6166498
0080736,The Final Countdown,2000-06-28,103,12000000,16647800,174319
0027562,Earthworm Tractors,1936-12-23,69,,,34052
0027033,Splendor,1969-07-24,75,,,174319
0025347,Kid Millions,1952-02-14,90,,,174319
0044378,Venetian Bird,1952-07-05,90,,,10725554
0100343,Peacemaker,1941-09-06,100,,,5759543
0106505,Calendar Girl,1959-05-23,90,13000000,2570140,175634
0051987,Never Love a Stranger,2016-02-25,91,,,1588593
0144294,March on Rome,1999-09-02,94,,,426335
0050347,Edge of the City,1991-03-06,85,493000,760000,58819
0109508,Crumb,1945-05-03,120,,3174700,408358
0032719,Little Old New York,1985-06-26,100,2000000,,170318
0068997,The New Centurions,2010-11-07,103,,7450000,175634
0054944,Greyfriars Bobby,1959-05-09,87,,,1475269
0533745,When Eight Bells Toll,1997-05-20,94,7000000,,296995
00089470,The Legend of Billie Jean,1950-11-30,96,,3099500,664762
1045670,Happy-Go-Lucky,1986-08-15,118,,,12041763
0035694,The Boss of Big Town,1976-01-16,62,,,1668412
0074554,The Front,2005-01-12,95,,,175634
0016333,Seven Keys to Baldpate,1920-11-24,66,,,22918
0041737,Passport to Pimlico,1984-01-23,84,,,10725554
0390179,The Land Has Eyes,1952-04-08,87,,,29697498
0067976,When Eight Bells Toll,1991-08-14,94,7000000,,296995
0062490,Who's Minding the Mint?,1931-05-01,97,,,175634
0097567,Immediate Family,2013-04-12,95,14000000,5932610,175634
0032329,Chasing Trouble,1937-06-09,64,,,1588593
0655430,King Dinosaur,1941-12-25,63,15000,,14545997
0036581,Address Unknown,2009-07-03,75,,,175634
0046816,The Caine Mutiny,1979-05-10,124,2000000,21800000,175634
0097270,Elephant,1956-10-11,39,,,246567
0077335,Cindy,1970-12-02,98,,,3756024
0052855,The Golden Fish,1980-04-03,19,,,175634
0070639,Savage!,1937-05-16,81,,,2065670
0062502,Woman Times Seven,1989-10-22,108,,,940527
0027824,Juggernaut,1963-07-26,64,,,3993800
0062164,The Boys of Paul Street,2013-11-28,110,,,170318
0074797,The Life and Times of Grizzly Adams,2004-11-20,93,140000,65000000,22918
0041368,The File on Thelma Jordon,1978-09-21,100,,,22918
0105435,Sneakers,1982-07-04,126,35000000,105233000,170326
0048603,Seven Cities of Gold,2000-09-18,103,1545000,,170318
0045941,The Juggler,1974-01-04,84,,,175634
0449059,Little Miss Sunshine,1961-12-31,101,8000000,100500000,414415
0079376,The Proud Twins,1951-03-04,105,,,192020
0321997,Detention,1962-02-15,98,,,26921382
0250724,Seven Cities of Gold,1948-10-14,103,1545000,,170318
0049302,A Hill in Korea,1967-11-11,81,,,38819070
0053884,Guns of the Timberland,1952-02-03,91,,,34052
0232908,Voodoo Academy,1972-04-26,93,55000,,5793438
0276016,He-Man & She-Ra: A Christmas Special,2005-04-30,51,,,20642
0040978,Yellow Sky,1920-03-22,98,,,170318
0046533,War Paint,1925-03-17,89,,,174319
0009672,Sunshine Nan,1985-03-02,50,,,22918
0067893,Two-Lane Blacktop,1925-06-21,102,875,,170326
0092967,End of the Line,1943-02-04,103,,,16124222
0073835,The Ultimate Warrior,1975-05-28,94,800000,,34052
0097007,The Caller,1932-01-25,97,,,2501397
0114702,Total Eclipse,1963-06-21,111,,340139,673150
0049931,Walk Into Paradise,2001-04-14,93,,,58819
0039451,Heading for Heaven,2016-11-15,65,,,1668412
0145400,Poodle Springs,2011-10-20,100,,,4765530
0219222,The Olympic Elk,1988-01-19,27,,,36437899
0076910,Welcome to L.A.,1962-07-16,106,,,174319
0072973,"Farewell, My Lovely",1936-09-18,95,2500000,2000000,940527
0106453,Body of Evidence,1931-10-27,99,30000000,13200000,58819
0156323,Screwed,1997-03-03,81,,6900000,170326
0053683,The Bulldog Breed,1986-11-21,97,,,10725554
0065482,The Boatniks,1950-12-11,100,,18607500,1475269
0063480,Ghosts - Italian Style,1994-06-20,104,,,58819
0050771,No Down Payment,1934-01-06,105,995000,1200000,170318
0104693,Laws of Gravity,2011-11-30,100,32000,,36437899
0049434,The Last Wagon,1983-09-25,98,1670000,1500000,170318
0038260,Wonder Man,1995-12-15,98,,,36437899
0024037,Friday the Thirteenth,2003-01-30,89,,,10725029
0088794,Better Off Dead: Original A&M Soundcrack,1988-03-07,97,,10297600,34052
0073335,Mahogany,1963-09-23,109,,,22918
0045891,How to Marry a Millionaire,1996-08-25,95,1870000,8000000,170318
1447793,My Girlfriend's Boyfriend,1988-05-29,84,1400000,,7532388
0025329,Jew Süss,1974-03-31,105,,,3993800
0038655,"Joe Palooka, Champ",1981-08-05,70,,,1588593
0035943,The Girl from Monterrey,1962-10-02,58,,,1668412
0067419,The Mephisto Waltz,1951-11-25,115,,,170318
0056448,The Savage Guns,1987-07-22,83,,,58819
0071554,The Girl from Petrovka,1963-03-29,103,,,170326
0060126,Around the World Under the Sea,1963-11-11,110,,,58819
0015408,Three Weeks,1925-02-05,80,314728,477553,635013
0332375,Saved!,1960-03-05,92,5000000,10156900,174319
0059653,Ride in the Whirlwind,2013-11-24,82,75000,,4619263
0360130,Undertow,2006-03-17,108,,143597,174319
0079808,The Riddle of the Sands,1977-03-26,99,,,312122
0049013,The Black Sleep,1948-07-23,82,225000,,174319
0053278,The Siege of Pinchgut,2001-09-13,104,,,3993800
0094955,The Dawning,1954-04-29,97,,,275035
0026533,The Invader,1922-03-02,61,,,58819
0031491,Intermezzo,1998-02-23,70,,,174319
0250720,See Spot Run,1999-09-03,97,16000000,43057500,34052
0441796,Stay Alive,1946-08-16,100,9000000,27100000,1475269
0026972,Scrooge,1928-04-16,63,,,22918
0029658,They Won't Forget,1954-11-30,95,,,34052
0036582,The Adventures of Mark Twain,1993-08-26,130,,,34052
0046757,Beachhead,1947-03-23,90,450000,1400000,174319
0047085,The Maggie,1998-04-06,92,,,10725554
0110588,Mrs. Parker and the Vicious Circle,1952-02-19,126,7000000,2144670,673150
0056470,Sergeants 3,1966-08-09,112,,4300000,174319
0047630,Ulysses,1970-08-25,117,500000,,22918
0054326,Sons and Lovers,1994-11-19,103,805000,1500000,170318
0018583,With Love and Hisses,1961-09-26,21,,,15434457
0056480,Sherlock Holmes and the Deadly Necklace,1968-03-22,87,,,8790194
0037645,Divorce,2016-11-13,71,,,1588593
0050567,Johnny Tremain,1953-08-05,80,,,1475269
0815241,Religulous,1959-01-14,101,2500000,13639100,996674
0114534,The Stars Fell on Henrietta,1990-04-20,109,,99318,34052
0037558,Brief Encounter,1967-05-16,86,,,2339219
0107156,The Wedding Banquet,1940-11-04,106,1000000,23,1592896
0263491,Jis Desh Mein Ganga Rehta Hai,1974-02-28,149,,,209901
0028480,Wanted - A Master,1977-03-16,10,,,58819
0115837,Carried Away,1976-01-14,109,,290978,673150
0023498,Speak Easily,1943-01-19,80,,,58819
0097991,"No Retreat, No Surrender 2",1957-10-21,104,,,32811238
0039169,The Bachelor and the Bobby-Soxer,1978-06-26,95,,5550000,36437899
0090660,Armed and Dangerous,1940-08-24,88,12000000,15945500,175634
0067809,Support Your Local Gunfighter,1921-05-21,91,,,174319
0065215,Winning,1944-04-05,123,,14644300,170326
0069131,Follow Me!,1967-01-30,95,,,170326
0102045,The Hitman,1946-12-01,95,,4654290,740359
0102744,Quigley Down Under,2006-08-13,119,18000000,21413100,58819
0023181,The Man Who Played God,1959-09-15,80,,,34052
0249371,Aśoka,2004-04-29,171,,,8630414
0097081,Collision Course,1978-01-20,100,,,8815236
0045545,Bear Country,1940-02-17,33,,,36437899
1713476,The Bay,1978-04-27,85,,1600000,996674
1110059,Pop Skull,1932-02-01,86,2000,,5333164
1239428,The Butler's in Love,1932-01-10,12,,,16078554
0094884,Clean and Sober,1958-10-14,124,12000000,8674090,34052
0043829,My Outlaw Brother,2014-08-02,82,,,2339219
0032683,Laddie,1952-10-01,70,,,36437899
0046087,Money From Home,1981-12-17,99,,3500000,22918
0017204,The Nickel-Hopper,1981-03-03,37,,,15434457
0066415,The Strawberry Statement,2016-05-29,109,1500000,,58819
0017726,Café Elektric,1946-11-28,80,,,11538400
0312278,Skinwalkers,1972-10-13,100,,,29697498
0035958,Gung Ho!,1971-11-15,88,866898,2176490,170326
0104265,Final Analysis,2008-08-06,124,33000000,28590700,34052
1285252,Allah Made Me Funny: Live in Concert,1998-01-17,82,10000,,9107821
0067589,Plaza Suite,1936-10-04,114,,4000000,22918
0050155,Baby Face Nelson,1996-08-28,85,,1250000,174319
0044009,The Sea Around Us,2013-06-14,61,,,36437899
0117260,Original Gangstas,1981-06-17,143,3600000,,218723
0022920,The Frightened Lady,1969-09-10,87,,,7363226
0070078,From Beyond the Grave,1936-12-09,97,,,602540
0092897,Disorderlies,1936-06-06,86,,10348400,34052
0072245,T.N.T. Jackson,1982-08-12,72,,1300000,2065670
0047427,Woman of Rome,1926-07-20,108,,,38819070
0077275,The Brink's Job,1949-04-10,104,,9400000,170326
1347508,America,2013-07-24,120,,,217196
0067437,The Priest's Wife,1977-11-20,103,,,34052
0814314,Seven Pounds,1935-12-06,123,54000000,168168000,175634
0046672,20000,1990-12-16,127,5000000,28200000,1475269
0047000,The French Line,1959-08-14,102,,2900000,36437899
0162360,"Happy, Texas: Music from the Miramax Motion Picture",2011-12-18,98,1,2891230,74996
0055058,Konga,1992-03-02,90,,,4446974
0025509,Les Misérables,1951-10-05,280,,,1012698
0028062,One Rainy Afternoon,1973-01-27,94,511383,603903,174319
0200421,Alien Arsenal,1943-04-30,90,,,5793438
0035238,Random Harvest,2008-07-01,125,1210000,4650000,58819
0100209,Murder in Mississippi,1970-05-18,96,,,1051662
0451123,House of Himiko,1992-08-31,130,,,313829
0034279,They Meet Again,1941-03-24,69,,,36437899
0044158,Two Tickets to Broadway,1934-12-09,106,,2000000,36437899
0094889,Cocktail,1925-04-02,103,20000000,171505000,1475269
0095145,Feds,2012-06-30,90,,3838790,34052
0011922,Among Those Present,1931-01-13,35,,,15434457
0045485,The Alaskan Eskimo,1982-07-26,27,,,36437899
0031831,Q Planes,1992-01-11,82,,,175634
0049745,7,1945-07-06,75,,,175634
0063469,Psych-Out,2002-02-24,101,,,58819
0084110,I Was a Mail Order Bride,2015-03-23,92,,,37653
0112993,Evolver,1940-05-23,95,,,3690563
0463998,Freedom Writers,2001-04-21,122,21000000,43090700,22918
0014608,The Whole Truth,1968-08-24,10,,,15434457
0057163,Hud,1925-09-02,112,2350000,10000000,22918
0037476,Youth Runs Wild,1985-06-08,67,,,36437899
0056063,Hemingway's Adventures of a Young Man,1972-02-22,145,4100000,,170318
0063227,The Lion in Winter,1942-05-13,134,4000000,22300000,940527
0040809,So Evil My Love,2005-08-11,112,,,22918
0060564,Johnny Reno,1947-03-03,83,,,22918
0377062,Flight of the Phoenix,1959-05-03,113,45000000,34586300,170318
0286716,Hulk,1941-10-22,138,137000000,245400000,170326
0115697,Black Sheep,1927-06-19,87,,32400000,22918
0275947,Avenging Angelo,1999-07-09,96,17000000,824597,34052
0016011,The Lawful Cheater,1943-05-30,1493,,,2738928
0059039,"Clarence, the Cross-Eyed Lion",1964-09-30,98,,,58819
0362590,Employee of the Month,1956-07-03,97,,,32837088
0049601,Patterns,1934-07-17,83,,,174319
0332658,Intermission,2004-10-07,105,5000000,4856300,1475269
0116814,La Escena del crimen,1985-05-13,90,,,4063166
0062466,The Wacky World of Mother Goose,1940-06-07,81,,,940527
0078550,The Savage State,1947-05-08,115,,7700000,188844
0032004,Tail Spin,1975-03-08,84,,,170318
0056249,Moon Pilot,1963-05-01,98,,,1475269
0417395,7.0,1935-01-10,101,10000000,,2065245
0038110,The Spider,1928-04-29,63,,,170318
0093793,Project X,1998-09-15,108,18000000,21589400,170318
0073580,The Passenger,1927-09-28,126,,,174319
0051706,The Haunted Strangler,1953-01-23,80,,650000,58819
0252028,Surviving Christmas,2007-07-20,91,45000000,15120800,33610795
0063693,Three in the Attic,1994-06-25,92,,6000000,203231
0099541,False Identity,1990-06-28,93,,,36437899
0147640,Two-Time Mama,1966-06-17,20,,,15434457
21967,The Homicide Squad,1942-04-26,63,,,170326
0028063,One in a Million,1971-10-12,95,,,170318
0014543,The Thrill Chaser,1968-08-02,60,,,170326
0089444,Krush Groove,1935-09-29,97,,,34052
0152771,Swing High,1965-05-14,10,,,58819
0027089,Thicker than Water,1984-07-30,21,,,58819
0776017,Hangar 18,1979-05-03,97,,11000000,29156684
0080756,Foxes,2007-11-13,106,,7400000,174319
0906083,Saint George Shoots the Dragon,1949-05-05,150,,325265,19596951
0027496,Dancing Pirate,1964-06-25,83,,,36437899
0056219,Maniac,1953-10-17,86,,,175634
0041239,Champion,1962-01-07,99,570000,2500000,174319
0416891,The Kid & I,1977-07-02,93,5000000,,5716726
0096464,A World Apart,1960-11-13,113,,,3386891
0452643,Love and Other Disasters,1977-12-19,90,,,20126431
0120461,Volcano,1943-08-14,104,90000000,122800000,170318
0048256,King Dinosaur,2008-11-14,63,15000,,14545997
0186449,Pinocchio in Outer Space,1967-10-07,71,,,170326
0026056,Alice Adams,1990-07-08,99,342000,770000,36437899
0037089,Moss Rose,2006-06-09,82,,,170318
0063671,Targets,1981-11-09,90,130000,,22918
0037607,Colonel Effingham's Raid,1925-10-06,72,,,170318
0120070,Savior,1941-11-04,103,10000000,,6166498
0277895,Mickey,1992-09-25,90,6000000,,11182197
0433386,The Grudge 2,1943-11-01,108,20000000,70700000,175634
0118771,Breakdown,1967-04-18,93,36000000,50100000,22918
0112508,Billy Madison,1951-11-08,89,10000000,26400000,170326
0051677,Grand Canyon,1969-11-22,29,,,37398
0091282,Jake Speed,1920-03-29,100,23000000,1943750,2065670
0377770,Destino,1978-08-05,7,,,172899
0366996,The Saddest Music in the World,1948-02-18,99,3800000,,58819
0117784,Sunset Park,1960-10-25,99,,10163800,664762
0042786,The Next Voice You Hear...,1993-12-03,83,421000,788000,58819
0060169,Birds Do It,2006-04-28,88,,,175634
0067997,The Anonymous Heroes,2006-07-18,103,,,192020
0064110,The Bridge at Remagen,2001-08-04,115,,1600000,174319
0120053,The Saint,1952-03-24,116,68000000,169400000,22918
0042428,Edge of Doom,1990-03-18,99,,,36437899
0042757,The Mudlark,1925-08-29,99,,1000000,170318
0048764,Underwater!,1977-12-02,99,2000000,2200000,36437899
0093378,La Bamba,1980-12-26,108,6500000,54215400,175634
0061761,Herostratus,1927-03-22,142,,,19344654
0976246,Staten Island,1928-03-15,96,,,20126431
0119347,I Want You,1971-08-25,87,,,6636914
0050599,Kiss Them for Me,2005-12-25,105,1945000,1800000,170318
0061749,The Happiest Millionaire,1932-06-29,172,5000000,5000000,1475269
0053561,Five Branded Women,1926-10-23,115,,1000000,22918
0022058,Laughing Gravy,1995-04-30,65,,,58819
0047975,The Dark Avenger,2003-09-16,85,,,170318
0025501,The Mighty Barnum,2016-06-20,85,,,174319
0114099,The Passion of Darkly Noon,1971-10-21,100,,,43959541
0084652,The Seduction,1980-12-01,104,,11378300,940527
0055807,Bon Voyage!,2000-07-21,130,3000000,5500000,1475269
0118523,'Til There Was You,2000-07-23,114,10000000,3525120,22918
0118163,The Whole Wide World,1978-07-13,106,1300000,,408358
0018113,The Love of Sunya,1975-01-25,78,,,174319
0248402,Say It with Babies,1998-04-24,18,,,15434457
0116502,Head Above Water,2008-11-11,92,,32212,673150
1396221,Passion Play,1937-09-12,91,15000000,3669,47778457
0053017,Lonelyhearts,2006-10-26,100,,,174319
0041431,The Green Promise,1941-08-23,93,,,36437899
0058657,A Tiger Walks,1962-07-28,91,,1600000,1475269
0026982,Shanghai,1963-02-16,75,260601,511225,22918
0273108,The Beautiful Country,2006-03-14,125,,,408358
0100134,Men Don't Leave,1920-09-17,115,7000000,6070720,34052
0068435,The Culpepper Cattle Co.,2003-08-13,92,1000000,1250000,170318
0092272,Youngblood,1973-12-02,110,8000000,15448400,58819
0023169,Madame Butterfly,1930-04-13,86,,,22918
0052589,Audace colpo dei soliti ignoti,1975-02-27,105,,,5009738
0022641,As You Desire Me,2008-04-14,70,,,58819
0055740,Almost Angels,1972-05-07,93,,,1475269
0086006,Never Say Never Again,1922-05-13,134,36000000,160000000,34052
0087980,The Razor's Edge,1920-10-22,129,12000000,6600000,175634
0016150,Never the Twain Shall Meet,1954-04-28,80,,,58819
0023243,Mr. Robinson Crusoe,1979-04-08,66,,,174319
0100224,Narrow Margin,2000-12-23,97,,10873200,664762
0093491,Mankillers,1923-02-03,88,,,3178213
0050895,Revolt at Fort Laramie,1959-09-04,73,,,174319
0322653,Mere Yaar Ki Shaadi Hai,1998-08-03,159,,,3400189
0052389,White Wilderness,1947-12-05,72,,1800000,1475269
0054328,Under Ten Flags,1951-01-03,92,,1000000,22918
0034514,The Big Street,1925-07-04,88,,,36437899
0079639,The North Avenue Irregulars,1946-04-23,100,,,1475269
0045161,The Sniper,1988-12-18,87,,,175634
0118636,Apt Pupil,1993-11-04,111,14000000,8900000,664762
0099026,The Ambulance,1941-09-11,95,,,948326
0437232,Catch A Fire,1956-02-18,101,14000000,5724240,408350
0088256,Thief of Hearts,1964-06-19,105,,10400000,22918
0271545,Hitler,1953-07-09,153,,,14295213
0042006,The Undercover Man,1992-03-02,85,,,175634
0110678,No Escape,2000-12-07,118,20000000,15300000,3551735
0031033,Allegheny Uprising,1978-07-06,81,696000,750000,36437899
0066834,Black Beauty,1934-08-05,106,,,22918
0044825,The Las Vegas Story,1965-02-03,88,,1200000,36437899
0097373,For Queen and Country,1967-06-28,105,,191051,3386891
0038369,The Blue Dahlia,1927-08-26,96,,2750000,22918
0091790,Pretty in Pink,1973-09-11,96,9000000,40400000,22918
0071784,The Stranger and the Gunfighter,1944-10-26,105,,,175634
0988102,Darfur Now,1991-11-29,98,,,2170681
0033438,The Bugle Sounds,1993-06-18,102,,1200000,58819
0032412,Dr. Cyclops,1988-01-23,75,,,22918
0120917,The Emperor's New Groove,1990-01-27,78,100000000,169300000,1475269
0050557,Jamboree,2013-11-11,71,,,34052
0031641,Mexican Spitfire,1977-12-31,67,106000,102000,36437899
0280050,Prowlers of the Everglades,1955-03-24,32,,,36437899
0800240,Deception,2006-02-01,108,25000000,17741300,170318
0067952,Villain,1970-04-15,98,,,58819
0417001,Must Love Dogs - Music from the Motion Picture,1952-08-23,98,30000000,58405300,34052
0066540,WUSA,1936-07-15,115,,,22918
0106941,For Love or Money,2010-12-12,96,30000000,11146300,170326
0058056,Emil and the Detectives,1967-09-12,92,,1275000,1475269
0066601,Zabriskie Point,1972-12-08,110,7000000,1000000,58819
0099005,Air America,1976-09-02,112,35000000,57718100,664762
0108327,The Thing Called Love,1984-04-27,120,14000000,1029720,22918
0044119,That's My Boy,1936-09-14,98,,3800000,22918
0047313,L'Oro di Napoli,2004-08-15,131,,,22918
0043574,The Galloping Major,1977-11-28,82,,,7363226
0029898,Barefoot Boy,1987-09-13,63,,,1588593
0091530,The Mission,1960-04-01,126,,17200000,34052
0036427,They Got Me Covered,1961-11-28,95,,1500000,36437899
0165363,A Deadly Secret,1960-04-21,90,,1473130,192020
0488349,Yellow,1981-02-22,90,,,939909
0416185,Resurrecting the Champ [Music from the Film],2010-05-09,112,,3242430,1749993
0046124,Never Let Me Go,1986-09-06,94,1588000,2418000,58819
0025408,"Little Man, What Now?",1920-01-22,98,,,170326
0072107,S*P*Y*S,1947-11-28,100,,4550000,170318
0037954,"Objective, Burma!",2000-09-03,142,,,34052
0076085,A Special Day,2000-01-08,110,,,42660058
0034646,Desperate Journey,2007-10-16,107,,2000000,34052
0039627,Mine Own Executioner,1920-11-07,108,,,7363226
0060408,The Fighting Prince of Donegal,1968-01-28,110,,,1475269
0234884,Three Men in a Tub,2014-01-02,10,,,58819
0032264,The Blue Bird,1954-06-04,88,,,170318
0014213,Lost and Found on a South Sea Island,1960-01-27,70,,,635013
0081184,Motel Hell,1961-09-21,102,3000000,6342670,174319
0117608,Sgt. Bilko,2009-11-14,94,39000000,37956800,170326
0067916,Up Pompeii,1973-09-05,90,,,2165384
0037615,Cornered,1997-11-05,102,,,36437899
0039188,Bill and Coo,2006-11-24,61,,,405370
0023616,Call of the Wilderness,1947-02-24,65,,,20637551
0419358,The Poseidon Adventure,2001-03-26,154,14000000,,3287998
0087596,The Last Polka,1972-09-28,54,,,3426052
0043638,The Highwayman,1971-07-26,82,,,1588593
0047642,The Vanishing Prairie,1970-11-18,71,,,1475269
0080836,Hangar 18,1958-01-27,97,,11000000,29156684
0989000,In Search of a Midnight Kiss,1982-12-14,90,,,6074355
0278295,All About the Benjamins,1946-09-06,98,15000000,26306500,408368
0068588,The Final Comedown,2006-05-25,83,26500,,2065670
0070196,The House of 72 Tenants,1955-10-06,98,,5626680,192020
0021547,Whispering Whoopee,1940-11-12,20,,,58819
0064452,Lady General Hua Mu-lan,1953-03-06,106,,,192020
1220628,I Hope They Serve Beer In Hell,1937-07-28,105,7000000,1429300,5659948
0381429,Somersault,1926-10-17,106,4000000,2158570,15921699
0063523,Rosie!,1949-03-11,98,,,170326
0106280,Angelfist,1927-03-01,80,,,24235510
0090357,Young Sherlock Holmes,1960-08-03,109,18000000,19739600,22918
5128266,10,1989-10-17,144,,,29506635
0081159,Midnight Madness,1941-09-25,112,,2900000,1475269
0338337,Paycheck,1928-09-07,119,60000000,96269800,22918
0093660,Nuts,1948-09-20,116,25000000,30950000,34052
0374718,Home Sick,1930-04-10,89,,,5010723
0055801,Black Fox: The Rise and Fall of Adolf Hitler,1995-03-24,89,,,58819
0039483,I Wonder Who's Kissing Her Now,1936-12-29,104,,3200000,170318
0045954,Kansas Pacific,2013-10-06,73,,,1588593
0017509,Valencia,2006-11-16,60,,,58819
0029539,Seventh Heaven,1991-02-20,102,,,170318
0086205,Romantic Comedy,1936-06-01,103,,6857730,58819
0035669,Behind the Rising Sun,1936-04-22,88,239000,1500000,36437899
0022990,Hell's Highway,1924-01-24,62,,,36437899
0049366,Invasion of the Body Snatchers,1927-12-04,80,416911,3000000,1588593
0015275,Ride for Your Life,1994-03-03,60,,,170326
0116722,Jude,1933-08-02,123,7000000,409144,6636914
0359517,Johnson Family Vacation,1939-06-16,97,12000000,31462800,414415
1182921,Ninja,1962-11-30,83,10000000,,996674
0049672,The Revolt of Mamie Stover,1996-04-26,92,2000000,2000000,170318
